gene_id,sample,counts,cell,dex,avgLength,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol
ENSG00000049769,SRR1039508,113,N61311,untrt,126,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039509,80,N61311,trt,126,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039512,110,N052611,untrt,126,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039513,70,N052611,trt,87,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039516,126,N080611,untrt,120,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039517,103,N080611,trt,126,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039520,80,N061011,untrt,101,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049769,SRR1039521,77,N061011,trt,98,PPP1R3F,,protein_coding,49126306,49157929,X,1,,PPP1R3F
ENSG00000049860,SRR1039508,3765,N61311,untrt,126,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039509,2979,N61311,trt,126,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039512,5221,N052611,untrt,126,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039513,3307,N052611,trt,87,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039516,5944,N080611,untrt,120,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039517,6917,N080611,trt,126,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039520,4005,N061011,untrt,101,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049860,SRR1039521,4020,N061011,trt,98,HEXB,,protein_coding,73935848,74018472,5,1,,HEXB
ENSG00000049883,SRR1039508,197,N61311,untrt,126,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039509,112,N61311,trt,126,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039512,244,N052611,untrt,126,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039513,114,N052611,trt,87,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039516,185,N080611,untrt,120,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039517,215,N080611,trt,126,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039520,157,N061011,untrt,101,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000049883,SRR1039521,148,N061011,trt,98,PTCD2,,protein_coding,71616194,71656052,5,1,,PTCD2
ENSG00000050130,SRR1039508,898,N61311,untrt,126,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039509,760,N61311,trt,126,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039512,1174,N052611,untrt,126,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039513,734,N052611,trt,87,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039516,1252,N080611,untrt,120,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039517,1459,N080611,trt,126,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039520,817,N061011,untrt,101,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050130,SRR1039521,864,N061011,trt,98,JKAMP,,protein_coding,59951161,59972128,14,1,,JKAMP
ENSG00000050165,SRR1039508,12772,N61311,untrt,126,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039509,12887,N61311,trt,126,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039512,20913,N052611,untrt,126,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039513,13000,N052611,trt,87,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039516,18869,N080611,untrt,120,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039517,27144,N080611,trt,126,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039520,15966,N061011,untrt,101,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050165,SRR1039521,21281,N061011,trt,98,DKK3,,protein_coding,11984653,12031316,11,-1,,DKK3
ENSG00000050327,SRR1039508,302,N61311,untrt,126,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039509,251,N61311,trt,126,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039512,974,N052611,untrt,126,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039513,540,N052611,trt,87,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039516,401,N080611,untrt,120,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039517,574,N080611,trt,126,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039520,447,N061011,untrt,101,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050327,SRR1039521,466,N061011,trt,98,ARHGEF5,,protein_coding,144052381,144077725,7,1,,ARHGEF5
ENSG00000050344,SRR1039508,196,N61311,untrt,126,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039509,156,N61311,trt,126,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039512,235,N052611,untrt,126,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039513,121,N052611,trt,87,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039516,347,N080611,untrt,120,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039517,408,N080611,trt,126,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039520,172,N061011,untrt,101,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050344,SRR1039521,198,N061011,trt,98,NFE2L3,,protein_coding,26191860,26226745,7,1,,NFE2L3
ENSG00000050393,SRR1039508,474,N61311,untrt,126,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039509,490,N61311,trt,126,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039512,513,N052611,untrt,126,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039513,408,N052611,trt,87,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039516,577,N080611,untrt,120,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039517,823,N080611,trt,126,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039520,496,N061011,untrt,101,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050393,SRR1039521,775,N061011,trt,98,MCUR1,,protein_coding,13786789,13814800,6,-1,,MCUR1
ENSG00000050405,SRR1039508,6327,N61311,untrt,126,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039509,5606,N61311,trt,126,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039512,13017,N052611,untrt,126,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039513,5367,N052611,trt,87,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039516,12691,N080611,untrt,120,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039517,15242,N080611,trt,126,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039520,8344,N061011,untrt,101,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050405,SRR1039521,5943,N061011,trt,98,LIMA1,,protein_coding,50569571,50677329,12,-1,,LIMA1
ENSG00000050426,SRR1039508,971,N61311,untrt,126,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039509,764,N61311,trt,126,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039512,1104,N052611,untrt,126,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039513,656,N052611,trt,87,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039516,1012,N080611,untrt,120,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039517,934,N080611,trt,126,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039520,892,N061011,untrt,101,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050426,SRR1039521,929,N061011,trt,98,LETMD1,,protein_coding,51441745,51454207,12,1,,LETMD1
ENSG00000050438,SRR1039508,46,N61311,untrt,126,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039509,29,N61311,trt,126,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039512,92,N052611,untrt,126,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039513,55,N052611,trt,87,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039516,115,N080611,untrt,120,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039517,105,N080611,trt,126,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039520,55,N061011,untrt,101,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050438,SRR1039521,38,N061011,trt,98,SLC4A8,,protein_coding,51785101,51902980,12,1,,SLC4A8
ENSG00000050555,SRR1039508,74,N61311,untrt,126,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039509,44,N61311,trt,126,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039512,44,N052611,untrt,126,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039513,22,N052611,trt,87,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039516,164,N080611,untrt,120,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039517,248,N080611,trt,126,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039520,61,N061011,untrt,101,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050555,SRR1039521,47,N061011,trt,98,LAMC3,,protein_coding,133884469,133969860,9,1,,LAMC3
ENSG00000050628,SRR1039508,350,N61311,untrt,126,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039509,288,N61311,trt,126,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039512,515,N052611,untrt,126,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039513,214,N052611,trt,87,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039516,452,N080611,untrt,120,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039517,363,N080611,trt,126,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039520,282,N061011,untrt,101,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050628,SRR1039521,288,N061011,trt,98,PTGER3,,protein_coding,71318036,71513491,1,-1,,PTGER3
ENSG00000050748,SRR1039508,919,N61311,untrt,126,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039509,768,N61311,trt,126,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039512,1032,N052611,untrt,126,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039513,608,N052611,trt,87,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039516,1023,N080611,untrt,120,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039517,1164,N080611,trt,126,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039520,807,N061011,untrt,101,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050748,SRR1039521,850,N061011,trt,98,MAPK9,,protein_coding,179660143,179719099,5,-1,,MAPK9
ENSG00000050820,SRR1039508,1118,N61311,untrt,126,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039509,1141,N61311,trt,126,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039512,1190,N052611,untrt,126,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039513,619,N052611,trt,87,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039516,1423,N080611,untrt,120,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039517,2325,N080611,trt,126,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039520,1022,N061011,untrt,101,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000050820,SRR1039521,1054,N061011,trt,98,BCAR1,,protein_coding,75262928,75301951,16,-1,,BCAR1
ENSG00000051009,SRR1039508,436,N61311,untrt,126,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039509,400,N61311,trt,126,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039512,494,N052611,untrt,126,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039513,272,N052611,trt,87,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039516,507,N080611,untrt,120,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039517,569,N080611,trt,126,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039520,405,N061011,untrt,101,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051009,SRR1039521,460,N061011,trt,98,FAM160A2,,protein_coding,6232565,6255941,11,-1,,FAM160A2
ENSG00000051108,SRR1039508,1702,N61311,untrt,126,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039509,2377,N61311,trt,126,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039512,2113,N052611,untrt,126,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039513,2047,N052611,trt,87,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039516,2090,N080611,untrt,120,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039517,3951,N080611,trt,126,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039520,1430,N061011,untrt,101,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051108,SRR1039521,2707,N061011,trt,98,HERPUD1,,protein_coding,56965960,56977798,16,1,,HERPUD1
ENSG00000051128,SRR1039508,407,N61311,untrt,126,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039509,326,N61311,trt,126,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039512,444,N052611,untrt,126,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039513,195,N052611,trt,87,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039516,520,N080611,untrt,120,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039517,556,N080611,trt,126,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039520,440,N061011,untrt,101,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051128,SRR1039521,407,N061011,trt,98,HOMER3,,protein_coding,19040010,19052070,19,-1,,HOMER3
ENSG00000051180,SRR1039508,15,N61311,untrt,126,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039509,37,N61311,trt,126,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039512,37,N052611,untrt,126,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039513,41,N052611,trt,87,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039516,26,N080611,untrt,120,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039517,58,N080611,trt,126,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039520,44,N061011,untrt,101,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051180,SRR1039521,66,N061011,trt,98,RAD51,,protein_coding,40986972,41024354,15,1,,RAD51
ENSG00000051382,SRR1039508,296,N61311,untrt,126,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039509,257,N61311,trt,126,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039512,366,N052611,untrt,126,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039513,295,N052611,trt,87,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039516,389,N080611,untrt,120,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039517,580,N080611,trt,126,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039520,284,N061011,untrt,101,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051382,SRR1039521,442,N061011,trt,98,PIK3CB,,protein_coding,138372860,138553780,3,-1,,PIK3CB
ENSG00000051523,SRR1039508,756,N61311,untrt,126,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039509,799,N61311,trt,126,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039512,693,N052611,untrt,126,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039513,428,N052611,trt,87,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039516,551,N080611,untrt,120,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039517,845,N080611,trt,126,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039520,621,N061011,untrt,101,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051523,SRR1039521,784,N061011,trt,98,CYBA,,protein_coding,88709691,88717560,16,-1,,CYBA
ENSG00000051596,SRR1039508,301,N61311,untrt,126,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039509,207,N61311,trt,126,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039512,458,N052611,untrt,126,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039513,250,N052611,trt,87,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039516,296,N080611,untrt,120,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039517,322,N080611,trt,126,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039520,253,N061011,untrt,101,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051596,SRR1039521,216,N061011,trt,98,THOC3,,protein_coding,175344876,175461683,5,-1,,THOC3
ENSG00000051620,SRR1039508,988,N61311,untrt,126,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039509,1166,N61311,trt,126,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039512,1174,N052611,untrt,126,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039513,910,N052611,trt,87,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039516,1250,N080611,untrt,120,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039517,1800,N080611,trt,126,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039520,934,N061011,untrt,101,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051620,SRR1039521,1343,N061011,trt,98,HEBP2,,protein_coding,138724668,138743334,6,1,,HEBP2
ENSG00000051825,SRR1039508,272,N61311,untrt,126,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039509,173,N61311,trt,126,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039512,313,N052611,untrt,126,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039513,148,N052611,trt,87,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039516,290,N080611,untrt,120,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039517,242,N080611,trt,126,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039520,240,N061011,untrt,101,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000051825,SRR1039521,172,N061011,trt,98,MPHOSPH9,,protein_coding,123636867,123728561,12,-1,,MPHOSPH9
ENSG00000052126,SRR1039508,1499,N61311,untrt,126,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039509,1105,N61311,trt,126,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039512,1784,N052611,untrt,126,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039513,926,N052611,trt,87,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039516,2218,N080611,untrt,120,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039517,1721,N080611,trt,126,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039520,1275,N061011,untrt,101,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052126,SRR1039521,1178,N061011,trt,98,PLEKHA5,,protein_coding,19282648,19529334,12,1,,PLEKHA5
ENSG00000052723,SRR1039508,767,N61311,untrt,126,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039509,637,N61311,trt,126,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039512,850,N052611,untrt,126,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039513,485,N052611,trt,87,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039516,775,N080611,untrt,120,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039517,924,N080611,trt,126,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039520,665,N061011,untrt,101,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052723,SRR1039521,622,N061011,trt,98,SIKE1,,protein_coding,115312100,115323306,1,-1,,SIKE1
ENSG00000052749,SRR1039508,270,N61311,untrt,126,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039509,255,N61311,trt,126,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039512,315,N052611,untrt,126,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039513,188,N052611,trt,87,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039516,416,N080611,untrt,120,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039517,565,N080611,trt,126,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039520,287,N061011,untrt,101,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052749,SRR1039521,247,N061011,trt,98,RRP12,,protein_coding,99116115,99161127,10,-1,,RRP12
ENSG00000052795,SRR1039508,474,N61311,untrt,126,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039509,469,N61311,trt,126,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039512,501,N052611,untrt,126,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039513,336,N052611,trt,87,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039516,704,N080611,untrt,120,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039517,871,N080611,trt,126,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039520,488,N061011,untrt,101,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052795,SRR1039521,604,N061011,trt,98,FNIP2,,protein_coding,159690290,159829201,4,1,,FNIP2
ENSG00000052802,SRR1039508,376,N61311,untrt,126,MSMO1,,protein_coding,166248775,166264312,4,1,,MSMO1
ENSG00000052802,SRR1039509,283,N61311,trt,126,MSMO1,,protein_coding,166248775,166264312,4,1,,MSMO1
ENSG00000052802,SRR1039512,433,N052611,untrt,126,MSMO1,,protein_coding,166248775,166264312,4,1,,MSMO1
ENSG00000052802,SRR1039513,237,N052611,trt,87,MSMO1,,protein_coding,166248775,166264312,4,1,,MSMO1
